config_id,sweep,x_value,requested_total_steps,requested_shape,requested_fault_fraction,requested_independent_fraction,mode,repeat,total_steps,shape,fault_step,fault_fraction,independent_fraction,expected_target_count,independent_count,actual_target_count,ledger_edges,execution_ms,rollback_ms,commit_ms,host_clean_before_commit,merged_correct_after_rollback,rollback_precision,rollback_recall,independent_retention,target_removed,useful_work_lost,invalid_work_retained,false_rollback_count,missed_target_count,final_correct
9,independence,0.25,32,layered,0.25,0.25,whole_session,1,32,layered,8,0.258065,0.4375,18,14,32,23,2079.1,177.84,0.0,True,False,0.5625,1.0,0.0,1.0,14,0,14,0,False
9,independence,0.25,32,layered,0.25,0.25,whole_session,2,32,layered,8,0.258065,0.4375,18,14,32,23,2025.657,231.781,0.001,True,False,0.5625,1.0,0.0,1.0,14,0,14,0,False
9,independence,0.25,32,layered,0.25,0.25,causal_without_dependencies,0,32,layered,8,0.258065,0.4375,18,14,1,0,2001.237,233.262,1994.355,True,False,1.0,0.05555555555555555,1.0,0.05555555555555558,0,17,0,17,False
9,independence,0.25,32,layered,0.25,0.25,causal_without_dependencies,1,32,layered,8,0.258065,0.4375,18,14,1,0,2033.093,233.291,1994.23,True,False,1.0,0.05555555555555555,1.0,0.05555555555555558,0,17,0,17,False
9,independence,0.25,32,layered,0.25,0.25,causal_without_dependencies,2,32,layered,8,0.258065,0.4375,18,14,1,0,2125.617,184.942,1952.341,True,False,1.0,0.05555555555555555,1.0,0.05555555555555558,0,17,0,17,False
10,independence,0.5,32,layered,0.25,0.5,causal,0,32,layered,8,0.258065,0.59375,13,19,13,17,2023.85,235.669,1839.368,True,True,1.0,1.0,1.0,1.0,0,0,0,0,True
10,independence,0.5,32,layered,0.25,0.5,causal,1,32,layered,8,0.258065,0.59375,13,19,13,17,2026.222,250.218,1864.026,True,True,1.0,1.0,1.0,1.0,0,0,0,0,True
10,independence,0.5,32,layered,0.25,0.5,causal,2,32,layered,8,0.258065,0.59375,13,19,13,17,1995.167,234.959,1864.938,True,True,1.0,1.0,1.0,1.0,0,0,0,0,True
10,independence,0.5,32,layered,0.25,0.5,temporal,0,32,layered,8,0.258065,0.59375,13,19,24,17,1926.107,178.903,1728.977,True,False,0.5416666666666666,1.0,0.42105263157894735,1.0,11,0,11,0,False
10,independence,0.5,32,layered,0.25,0.5,temporal,1,32,layered,8,0.258065,0.59375,13,19,24,17,1993.619,179.695,1750.206,True,False,0.5416666666666666,1.0,0.42105263157894735,1.0,11,0,11,0,False
10,independence,0.5,32,layered,0.25,0.5,temporal,2,32,layered,8,0.258065,0.59375,13,19,24,17,1979.861,230.131,1757.686,True,False,0.5416666666666666,1.0,0.42105263157894735,1.0,11,0,11,0,False
10,independence,0.5,32,layered,0.25,0.5,whole_session,0,32,layered,8,0.258065,0.59375,13,19,32,17,2005.004,178.908,0.0,True,False,0.40625,1.0,0.0,1.0,19,0,19,0,False
10,independence,0.5,32,layered,0.25,0.5,whole_session,1,32,layered,8,0.258065,0.59375,13,19,32,17,1928.949,178.896,0.0,True,False,0.40625,1.0,0.0,1.0,19,0,19,0,False
10,independence,0.5,32,layered,0.25,0.5,whole_session,2,32,layered,8,0.258065,0.59375,13,19,32,17,2035.82,230.152,0.001,True,False,0.40625,1.0,0.0,1.0,19,0,19,0,False
10,independence,0.5,32,layered,0.25,0.5,causal_without_dependencies,0,32,layered,8,0.258065,0.59375,13,19,1,0,2023.037,234.014,1955.976,True,False,1.0,0.07692307692307693,1.0,0.07692307692307687,0,12,0,12,False
10,independence,0.5,32,layered,0.25,0.5,causal_without_dependencies,1,32,layered,8,0.258065,0.59375,13,19,1,0,2022.742,182.668,2021.635,True,False,1.0,0.07692307692307693,1.0,0.07692307692307687,0,12,0,12,False
10,independence,0.5,32,layered,0.25,0.5,causal_without_dependencies,2,32,layered,8,0.258065,0.59375,13,19,1,0,1984.82,183.49,1934.697,True,False,1.0,0.07692307692307693,1.0,0.07692307692307687,0,12,0,12,False
11,independence,0.75,32,layered,0.25,0.75,causal,0,32,layered,8,0.258065,0.78125,7,25,7,8,2075.76,234.481,1909.419,True,True,1.0,1.0,1.0,1.0,0,0,0,0,True
11,independence,0.75,32,layered,0.25,0.75,causal,1,32,layered,8,0.258065,0.78125,7,25,7,8,2011.585,235.467,1903.563,True,True,1.0,1.0,1.0,1.0,0,0,0,0,True
11,independence,0.75,32,layered,0.25,0.75,causal,2,32,layered,8,0.258065,0.78125,7,25,7,8,2041.625,186.534,1900.381,True,True,1.0,1.0,1.0,1.0,0,0,0,0,True
11,independence,0.75,32,layered,0.25,0.75,temporal,0,32,layered,8,0.258065,0.78125,7,25,24,8,1991.109,230.665,1778.43,True,False,0.2916666666666667,1.0,0.32,1.0,17,0,17,0,False
11,independence,0.75,32,layered,0.25,0.75,temporal,1,32,layered,8,0.258065,0.78125,7,25,24,8,1991.631,229.696,1812.716,True,False,0.2916666666666667,1.0,0.32,1.0,17,0,17,0,False
11,independence,0.75,32,layered,0.25,0.75,temporal,2,32,layered,8,0.258065,0.78125,7,25,24,8,2041.667,233.744,1765.512,True,False,0.2916666666666667,1.0,0.32,1.0,17,0,17,0,False
11,independence,0.75,32,layered,0.25,0.75,whole_session,0,32,layered,8,0.258065,0.78125,7,25,32,8,1997.449,228.4,0.0,True,False,0.21875,1.0,0.0,1.0,25,0,25,0,False
11,independence,0.75,32,layered,0.25,0.75,whole_session,1,32,layered,8,0.258065,0.78125,7,25,32,8,2012.14,230.051,0.001,True,False,0.21875,1.0,0.0,1.0,25,0,25,0,False
11,independence,0.75,32,layered,0.25,0.75,whole_session,2,32,layered,8,0.258065,0.78125,7,25,32,8,2053.164,178.652,0.0,True,False,0.21875,1.0,0.0,1.0,25,0,25,0,False
11,independence,0.75,32,layered,0.25,0.75,causal_without_dependencies,0,32,layered,8,0.258065,0.78125,7,25,1,0,1980.419,233.754,2021.018,True,False,1.0,0.14285714285714285,1.0,0.1428571428571429,0,6,0,6,False
11,independence,0.75,32,layered,0.25,0.75,causal_without_dependencies,1,32,layered,8,0.258065,0.78125,7,25,1,0,2032.302,233.296,1926.213,True,False,1.0,0.14285714285714285,1.0,0.1428571428571429,0,6,0,6,False
11,independence,0.75,32,layered,0.25,0.75,causal_without_dependencies,2,32,layered,8,0.258065,0.78125,7,25,1,0,2121.05,233.607,2015.404,True,False,1.0,0.14285714285714285,1.0,0.1428571428571429,0,6,0,6,False
