suite,task,official_group,scale,difficulty,category,version,mode,harness_backend,model,repeats,paired_success_repeats,usage_sources,success_rate,success_tokens_mean,success_prompt_tokens_mean,success_completion_tokens_mean,avoided_tokens_mean,total_tokens_mean,total_tokens_p50,total_tokens_p95,total_tokens_p99,recovery_wall_s_p50,recovery_wall_s_p95
swe,django__django-12983,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41776,12.41776
swe,django__django-13028,django/django,medium,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.209918,104.209918
swe,django__django-13028,django/django,medium,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.681194,12.681194
swe,django__django-13028,django/django,medium,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.555564,12.555564
swe,django__django-13033,django/django,medium,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.082235,47.082235
swe,django__django-13033,django/django,medium,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.376708,12.376708
swe,django__django-13033,django/django,medium,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.070076,12.070076
swe,django__django-13158,django/django,short,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.982771,97.982771
swe,django__django-13158,django/django,short,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.703867,12.703867
swe,django__django-13158,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.507356,12.507356
swe,django__django-13220,django/django,medium,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.799785,98.799785
swe,django__django-13220,django/django,medium,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.863089,11.863089
swe,django__django-13220,django/django,medium,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98291,11.98291
swe,django__django-13230,django/django,short,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.022722,95.022722
swe,django__django-13230,django/django,short,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.230373,12.230373
swe,django__django-13230,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.871212,11.871212
swe,django__django-13265,django/django,medium,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.969351,47.969351
swe,django__django-13265,django/django,medium,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.964052,11.964052
swe,django__django-13265,django/django,medium,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.087513,12.087513
swe,django__django-13315,django/django,short,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.998065,93.998065
swe,django__django-13315,django/django,short,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.227246,12.227246
swe,django__django-13315,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778249,12.778249
swe,django__django-13321,django/django,long,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.146044,49.146044
swe,django__django-13321,django/django,long,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.624351,12.624351
swe,django__django-13321,django/django,long,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.577189,12.577189
swe,django__django-13401,django/django,short,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.161271,49.161271
swe,django__django-13401,django/django,short,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.672619,12.672619
swe,django__django-13401,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.772889,12.772889
swe,django__django-13447,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.286351,41.286351
swe,django__django-13447,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44726,12.44726
swe,django__django-13447,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.621758,12.621758
swe,django__django-13448,django/django,long,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.616841,104.616841
swe,django__django-13448,django/django,long,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.397286,12.397286
swe,django__django-13448,django/django,long,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.380114,12.380114
swe,django__django-13551,django/django,short,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.318993,50.318993
swe,django__django-13551,django/django,short,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21567,12.21567
swe,django__django-13551,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.515637,12.515637
swe,django__django-13590,django/django,short,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.048454,108.048454
swe,django__django-13590,django/django,short,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.483122,12.483122
swe,django__django-13590,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.293422,12.293422
swe,django__django-13658,django/django,short,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.525286,46.525286
swe,django__django-13658,django/django,short,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.337085,12.337085
swe,django__django-13658,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.229822,12.229822
swe,django__django-13660,django/django,medium,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.648823,46.648823
swe,django__django-13660,django/django,medium,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.104498,12.104498
swe,django__django-13660,django/django,medium,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.279056,12.279056
swe,django__django-13710,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.775364,39.775364
swe,django__django-13710,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.527406,12.527406
swe,django__django-13710,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.819491,12.819491
swe,django__django-13757,django/django,short,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.262158,48.262158
swe,django__django-13757,django/django,short,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.585929,12.585929
swe,django__django-13757,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.371054,12.371054
swe,django__django-13768,django/django,short,,django/django,3.2,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.234753,47.234753
swe,django__django-13768,django/django,short,,django/django,3.2,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.286132,12.286132
swe,django__django-13768,django/django,short,,django/django,3.2,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.492433,12.492433
swe,django__django-13925,django/django,medium,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.655564,38.655564
swe,django__django-13925,django/django,medium,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.253985,12.253985
swe,django__django-13925,django/django,medium,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.256611,12.256611
swe,django__django-13933,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.180084,41.180084
swe,django__django-13933,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.499846,12.499846
swe,django__django-13933,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.387241,12.387241
swe,django__django-13964,django/django,medium,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.367362,40.367362
swe,django__django-13964,django/django,medium,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.519841,12.519841
swe,django__django-13964,django/django,medium,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.588471,12.588471
swe,django__django-14016,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.800412,36.800412
swe,django__django-14016,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.409645,12.409645
swe,django__django-14016,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.384531,12.384531
swe,django__django-14017,django/django,medium,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.755217,38.755217
swe,django__django-14017,django/django,medium,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.286559,12.286559
swe,django__django-14017,django/django,medium,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.222684,12.222684
swe,django__django-14155,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.893935,40.893935
swe,django__django-14155,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.270765,12.270765
swe,django__django-14155,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.166225,12.166225
swe,django__django-14238,django/django,medium,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.138546,42.138546
swe,django__django-14238,django/django,medium,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.534949,12.534949
swe,django__django-14238,django/django,medium,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.266455,12.266455
swe,django__django-14382,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.696657,40.696657
swe,django__django-14382,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.654601,12.654601
swe,django__django-14382,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.359818,12.359818
swe,django__django-14411,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.142217,60.142217
swe,django__django-14411,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.092076,25.092076
swe,django__django-14411,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.867289,24.867289
swe,django__django-14534,django/django,medium,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.244774,42.244774
swe,django__django-14534,django/django,medium,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.241238,12.241238
swe,django__django-14534,django/django,medium,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.304408,12.304408
swe,django__django-14580,django/django,medium,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.51866,40.51866
swe,django__django-14580,django/django,medium,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.058612,12.058612
swe,django__django-14580,django/django,medium,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.988376,11.988376
swe,django__django-14608,django/django,medium,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.429069,43.429069
swe,django__django-14608,django/django,medium,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.177785,13.177785
swe,django__django-14608,django/django,medium,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.362619,13.362619
swe,django__django-14667,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.129643,45.129643
swe,django__django-14667,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052274,12.052274
swe,django__django-14667,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.359889,12.359889
swe,django__django-14672,django/django,long,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.759339,43.759339
swe,django__django-14672,django/django,long,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.845925,12.845925
swe,django__django-14672,django/django,long,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.645454,12.645454
swe,django__django-14730,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.045048,42.045048
swe,django__django-14730,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.072696,12.072696
swe,django__django-14730,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.026486,12.026486
swe,django__django-14752,django/django,medium,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.681565,41.681565
swe,django__django-14752,django/django,medium,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.158677,13.158677
swe,django__django-14752,django/django,medium,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.067723,13.067723
swe,django__django-14787,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.274431,42.274431
swe,django__django-14787,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.602517,12.602517
swe,django__django-14787,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.302259,12.302259
swe,django__django-14855,django/django,short,,django/django,4.0,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.241706,40.241706
swe,django__django-14855,django/django,short,,django/django,4.0,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.215239,13.215239
swe,django__django-14855,django/django,short,,django/django,4.0,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.256625,13.256625
swe,django__django-14915,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.605148,40.605148
swe,django__django-14915,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.411549,12.411549
swe,django__django-14915,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.441292,12.441292
swe,django__django-14997,django/django,long,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.688554,40.688554
swe,django__django-14997,django/django,long,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.878758,12.878758
swe,django__django-14997,django/django,long,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.976943,12.976943
swe,django__django-14999,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.577703,39.577703
swe,django__django-14999,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1303,12.1303
swe,django__django-14999,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.352767,12.352767
swe,django__django-15061,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.314817,38.314817
swe,django__django-15061,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.327575,12.327575
swe,django__django-15061,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.985747,11.985747
swe,django__django-15202,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.158657,41.158657
swe,django__django-15202,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.242822,12.242822
swe,django__django-15202,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.37281,12.37281
swe,django__django-15213,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.491418,41.491418
swe,django__django-15213,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.51096,12.51096
swe,django__django-15213,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.31608,12.31608
swe,django__django-15252,django/django,medium,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1634,43.1634
swe,django__django-15252,django/django,medium,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.236944,12.236944
swe,django__django-15252,django/django,medium,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.388146,12.388146
swe,django__django-15320,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.637701,43.637701
swe,django__django-15320,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.473225,12.473225
swe,django__django-15320,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.424679,12.424679
swe,django__django-15347,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.215014,44.215014
swe,django__django-15347,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.810537,12.810537
swe,django__django-15347,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.855323,12.855323
swe,django__django-15388,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.746405,43.746405
swe,django__django-15388,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.038971,12.038971
swe,django__django-15388,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56608,12.56608
swe,django__django-15400,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.461144,48.461144
swe,django__django-15400,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.202274,12.202274
swe,django__django-15400,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.034498,12.034498
swe,django__django-15498,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.652901,44.652901
swe,django__django-15498,django/django,short,,django/django,4.1,temporal_checkpoint,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33552,12.33552
swe,django__django-15498,django/django,short,,django/django,4.1,whole_branch_abort,oracle,oracle,1,0,oracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.187416,12.187416
swe,django__django-15695,django/django,short,,django/django,4.1,causal,oracle,oracle,1,1,oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.880953,41.880953
